RefSeqID	Symbol	NbOfExons	8N	8T	33N	33T	51N	51T
NM_020699	GATAD2B	11	900	866	602	1074	1752	1808
NM_002178	IGFBP6	4	63	78	249	717	426	331
NM_001042529	COASY	10	349	431	293	504	596	709
NM_180977	PPP2R5D	14	328	407	269	535	736	522
NM_007111	TFDP1	12	247	307	258	367	477	514
NM_001098479	HLA-F	7	182	226	253	394	707	850
NM_006444	SMC2	25	289	358	345	747	707	700
NM_007279	U2AF2	12	1155	1432	917	1673	2745	2171
NM_020141	TMEM167B	3	240	297	343	337	587	812
NM_004887	CXCL14	4	801	993	2023	1886	2100	12143
NM_003406	YWHAZ	6	555	689	635	545	838	3104
NM_144997	FLCN	14	212	263	319	808	892	583
NM_007269	STXBP3	19	131	163	371	257	440	546
NM_001921	DCTD	6	145	180	140	458	444	443
NM_001012732	DCTD	6	145	180	145	463	445	446
NM_014738	KIAA0195	32	617	762	661	2929	2144	906
NM_001003796	NHP2L1	3	273	339	314	917	697	651
NM_001130475	THAP5	3	82	102	134	174	197	312
NM_144609	CCDC43	5	152	189	172	189	305	364
NM_172214	CAMKK2	17	127	158	110	273	428	273
NM_145279	MOBKL2C	4	302	373	280	789	831	847
NM_001114618	MGAT1	3	1176	1455	851	1503	3964	1720
NM_001035511	SDHC	5	131	163	142	292	359	196
NM_001040126	PQLC2	8	66	82	40	123	173	125
NM_004324	BAX	5	84	104	64	194	299	170
NM_005090	JMJD7	25	1292	2002	1486	2633	1671	1426
NM_022842	CDCP1	9	1071	938	845	1499	1087	1881
NM_015272	RPGRIP1L	27	61	89	83	148	181	170
NM_020243	TOMM22	4	126	286	221	392	369	267
NM_024824	ZC3H14	17	405	235	501	888	972	1149
NM_005227	EFNA4	4	77	51	61	109	103	184
NM_001135747	NEIL2	4	103	291	131	232	273	138
NM_001122607	RUNX1	5	384	552	296	525	2235	1084
NM_016733	LIMK2	15	1297	990	1033	1828	2279	2858
NM_005569	LIMK2	16	1220	954	980	1738	2237	2741
NM_173844	MALT1	16	361	654	404	717	873	768
NM_006785	MALT1	17	361	654	404	717	877	769
NM_017622	C17orf59	1	80	117	79	141	314	238
NM_001130029	RELL2	8	52	93	65	116	112	82
NM_018087	TMEM48	18	244	243	181	322	282	331
NM_033238	PML	9	1075	358	699	1239	1572	2156
NM_001029863	C6orf120	1	257	218	258	458	584	686
NM_001100603	KDELR2	4	503	819	747	1323	2387	2220
NM_006285	TESK1	10	139	107	152	269	660	6893
NM_001008394	EID3	1	25	122	50	89	113	103
NM_020912	FLYWCH1	9	284	565	452	798	794	649
NM_033244	PML	8	613	325	528	933	1026	1313
NM_033250	PML	7	608	320	522	924	1010	1295
NM_013382	POMT2	21	242	262	145	355	787	818
NM_001428	ENO1	12	3594	4051	2840	5807	6016	6257
NM_015155	LARP5	17	1209	531	1061	1903	2200	2274
NM_005138	SCO2	2	235	219	181	424	709	734
NM_017873	ASB6	6	177	159	150	504	466	484
NM_015380	SAMM50	15	196	417	307	393	472	490
NM_177999	ASB6	5	172	142	150	481	445	463
NM_002128	HMGB1	5	134	233	206	107	200	207
NM_004836	EIF2AK3	17	186	309	225	381	512	530
NM_006401	ANP32B	7	422	421	550	1040	660	685
NM_000593	TAP1	11	753	473	580	1436	1748	1808
NM_004140	LLGL1	23	395	487	285	1317	1095	1132
NM_001126	ADSS	13	294	433	539	577	633	658
NM_016484	PDZD11	7	53	54	82	149	161	167
NM_006461	SPAG5	24	205	566	231	371	517	536
NM_004147	DRG1	9	158	127	142	268	320	333
NM_001033053	NLRP1	16	897	636	1114	2822	2658	2757
NM_032997	ZWINT	8	156	96	203	426	337	350
NM_004226	STK17B	8	153	202	317	321	625	649
NM_181762	UBE2A	5	245	204	359	641	810	838
NM_001040446	MTMR12	16	294	398	439	662	666	691
NM_017798	YTHDF1	5	327	209	405	1144	1092	1132
NM_024093	C2orf49	4	79	125	99	123	150	156
NM_020902	KIAA1543	17	318	398	244	367	282	356
NM_001080429	KIAA1543	19	318	398	244	367	282	356
NM_014260	PFDN6	5	56	70	88	126	105	173
NM_172251	MRPL54	3	55	69	54	120	134	47
NM_015963	THAP4	6	292	365	279	500	561	364
NM_001042531	COASY	10	284	354	261	454	505	595
NM_007157	ZXDB	1	77	96	85	202	291	257
NM_016077	PTRH2	2	104	130	152	259	291	307
NM_014735	PHF16	11	117	146	156	214	222	343
NM_021095	SLC5A6	17	229	285	206	484	680	308
NM_170751	CDYL	7	303	377	335	342	501	875
NM_018060	IARS2	23	746	932	710	1127	1809	1922
NM_014117	C16orf72	4	890	1113	953	1456	2498	3860
NM_018198	DNAJC11	16	299	372	305	823	679	573
NM_002695	POLR2E	8	322	402	231	440	730	314
NM_021873	CDC25B	16	1335	1666	778	2834	2547	1361
NM_001012478	U2AF2	12	1151	1431	915	1668	2737	2166
NM_004145	MYO9B	40	742	928	639	1308	3293	1934
NM_001130065	MYO9B	40	742	928	639	1308	3293	1934
NM_016475	C14orf100	7	73	91	163	205	235	369
NM_001098625	C14orf100	7	73	91	160	202	230	361
NM_003440	ZNF140	5	106	132	239	142	342	487
NM_006469	IVNS1ABP	15	856	1065	1482	1667	2384	7817
NM_017789	SEMA4C	15	345	430	273	666	1175	968
NM_001114617	MGAT1	3	1169	1455	841	1495	3956	1714
NM_173084	TRIM59	3	139	174	247	360	219	461
NM_203506	GRB2	5	785	979	758	1993	2665	1764
NM_024940	DOCK5	52	266	331	378	755	997	567
NM_015132	SNX13	26	410	513	823	864	1540	2659
NM_006319	CDIPT	6	303	379	191	482	937	721
NM_020936	DDX55	14	187	233	290	391	455	497
NM_138559	BCL11A	5	80	100	132	198	90	225
NM_030955	ADAMTS12	24	55	242	96	172	1080	625
NM_005268	GJB5	2	178	188	175	313	313	723
NM_004977	KCNC3	5	28	64	31	56	104	22
NM_031266	HNRNPAB	8	776	1233	632	1130	1456	836
NM_000216	KAL1	14	63	4	89	159	83	107
NM_018184	ARL8B	7	558	486	899	1605	1339	1450
NM_013245	VPS4A	11	485	766	379	678	1353	694
NM_178422	PAQR7	2	324	171	501	896	495	860
NM_001005273	CHD3	40	1252	1681	1345	2392	4344	4236
NM_012160	FBXL4	9	176	80	268	478	524	665
NM_001136262	LOC552889	1	690	346	671	1197	1439	1749
NM_181876	PPP2R2C	9	584	566	600	1069	1107	1991
NM_021824	NIF3L1	7	91	78	105	188	208	296
NM_080881	DBN1	15	270	613	350	626	1750	879
NM_006854	KDELR2	5	535	874	782	1396	2521	2368
NM_144717	IL20RB	7	791	736	807	1435	673	1147
NM_001042437	ST3GAL5	7	44	88	67	120	214	124
NM_003896	ST3GAL5	7	44	88	67	120	214	124
NM_152374	C1orf216	2	92	173	67	120	490	310
NM_080605	B3GALT6	1	60	156	91	163	326	265
NM_021932	RIC8A	10	489	390	428	761	1468	1623
NM_020827	KIAA1430	5	271	348	366	655	638	591
NM_025124	TMEM134	7	184	242	238	240	282	294
NM_032171	CEP78	15	138	95	77	154	240	250
NM_001135825	RNF185	5	117	96	84	194	213	223
NR_024211	RNF185	6	117	96	84	194	215	224
NR_024209	RNF185	7	117	96	84	194	215	224
NM_183386	ACOT8	5	105	158	148	139	217	226
NM_024293	FAM134A	9	744	785	559	1196	1985	2078
NM_138709	DAB2IP	14	450	267	306	924	1037	1084
NM_001008564	NUPL1	15	337	460	441	352	893	932
NM_014089	NUPL1	16	338	460	444	355	897	937
NM_001009608	C20orf94	8	51	40	114	208	130	136
NM_006811	SERINC3	10	677	958	632	1105	1988	2069
NM_033495	KLHL13	7	80	97	94	285	133	139
NM_001007259	SETD4	7	54	96	201	92	189	197
NM_001006621	MAPKAP1	10	314	235	379	803	880	922
NM_001105566	KIF13A	38	912	1319	879	1508	2344	2456
NM_001105567	KIF13A	37	910	1319	879	1507	2344	2456
NM_004760	STK17A	7	206	292	361	497	559	582
NM_001006618	MAPKAP1	8	216	104	207	564	505	527
NM_022756	C1orf149	8	111	199	145	117	260	272
NM_001080976	DSE	6	408	261	371	908	1247	1302
NM_023079	UBE2Z	7	880	1053	752	1897	2456	2566
NM_001137552	LRRFIP1	11	475	598	633	751	1124	1201
NM_005185	CALML3	1	2479	3108	2868	4453	3782	6654
NM_001077445	PHF16	11	116	146	146	214	219	342
NM_024963	FBXL18	5	359	452	208	828	874	906
NM_001083956	ZNF655	4	497	624	900	1012	1379	1732
NM_138494	ZNF655	3	497	624	899	1012	1377	1727
NM_003655	CBX4	5	182	228	222	312	264	434
NM_152330	FRMD6	14	1045	1312	1273	1371	1839	4120
NM_001012241	MSL1	10	569	713	646	1649	2095	1256
NM_016510	SCLY	12	61	77	28	119	130	84
NM_021872	CDC25B	15	1304	1638	752	2765	2477	1342
NM_018840	C20orf24	4	410	515	562	910	694	841
NM_004358	CDC25B	16	1326	1664	766	2816	2539	1357
NM_003642	HAT1	11	162	204	263	368	502	620
NM_005868	BET1	4	74	93	93	159	241	387
NM_018181	ZNF532	11	198	249	275	770	1346	908
NM_005640	TAF4B	15	82	103	100	243	288	136
NM_005415	SLC20A1	11	394	495	406	1380	1638	1155
NM_001114619	MGAT1	2	1149	1442	826	1486	3883	1691
NM_001080123	PRNP	2	1184	1485	1816	3073	2316	2721
NM_153033	KCTD7	4	114	143	101	241	536	275
NM_017958	PLEKHB2	8	579	727	512	1371	1974	2028
NM_001100623	PLEKHB2	8	579	727	512	1371	1976	2032
NM_015094	HIC2	3	246	391	167	301	495	297
NM_003384	VRK1	13	110	127	150	270	117	188
NM_031283	TCF7L1	12	72	30	99	179	129	173
NM_018697	LANCL2	9	125	120	164	296	288	1472
NM_001098403	ZNF295	4	400	268	262	470	523	726
NM_145214	TRIM11	6	229	431	194	348	582	589
NM_031903	MRPL32	3	51	70	80	144	193	125
NM_005852	CHD3	39	1247	1670	1334	2387	4318	4216
NM_020416	PPP2R2C	9	589	571	613	1101	1130	2046
NM_001077628	APH1A	7	541	631	538	969	1259	1409
NM_006339	HMG20B	10	149	232	185	332	419	195
NM_001080496	RGP1	10	120	34	64	116	325	4824
NM_206925	CA12	10	1368	580	1124	2017	1614	2837
NM_002069	GNAI1	8	174	180	269	482	370	1745
NM_001218	CA12	11	1369	580	1124	2017	1618	2844
NM_020368	UTP3	1	438	541	364	653	519	574
NM_014387	LAT	11	27	74	54	98	188	82
NM_021979	HSPA2	1	304	375	579	1041	252	1454
NM_001042692	LOC51057	12	36	93	85	153	137	84
NM_198941	SERINC3	11	521	741	467	836	1529	1544
NM_015013	AOF2	19	426	511	481	863	965	1688
NM_001014988	LAT	12	27	67	54	98	185	81
NM_001014987	LAT	12	27	67	54	98	185	81
NM_182767	SLC6A15	12	198	5	353	636	141	808
NM_014205	ZNHIT2	1	45	73	54	98	127	125
NM_182557	BCL9L	8	1064	678	853	1529	2576	2909
NM_080604	TJAP1	10	134	196	125	225	396	270
NM_152527	SLC16A14	5	78	99	150	274	133	43
NM_001039569	AP1S3	5	127	161	106	211	140	120
NM_133639	RHOV	3	435	550	511	790	288	489
NR_003227	AFG3L1	10	66	84	87	240	194	187
NM_033542	SYS1	4	163	207	122	347	479	362
NM_025236	RNF39	4	66	84	86	78	67	87
NM_006010	ARMET	4	122	155	65	118	257	186
NM_015362	C17orf81	9	111	141	138	102	264	308
NM_203414	C17orf81	8	111	141	138	103	265	308
NM_007173	PRSS23	2	145	183	166	243	684	835
NM_032313	C4orf14	7	212	268	108	309	415	320
NM_201595	GTF2A1	9	236	298	425	485	436	610
NM_001098424	DLG1	26	1685	2127	2214	2616	1803	2270
NM_138338	POLR3H	7	361	458	381	896	894	850
NM_014851	KLHL21	4	832	1055	901	2881	3432	2285
NM_015698	GPKOW	11	138	175	139	275	318	209
NM_020440	PTGFRN	9	1644	2078	1036	1793	4101	10781
NM_003935	TOP3B	18	141	179	162	325	406	253
NM_005389	PCMT1	8	326	413	452	593	900	1020
NM_001005386	ACTR2	10	565	715	759	955	1799	2144
NM_005722	ACTR2	9	565	715	759	955	1799	2144
NM_024751	GSTCD	12	78	99	185	144	205	275
NM_018372	C1orf103	4	112	142	153	22	248	622
NR_003032	SNORA32	1	1772	2244	27600	10172	7254	18397
NM_014567	BCAR1	7	349	441	260	776	1198	621
NM_033114	ZCRB1	8	60	76	90	134	160	261
NM_001894	CSNK1E	11	671	850	609	1673	1716	1310
NM_003001	SDHC	6	132	167	142	294	360	200
NM_014987	IGSF9B	20	64	81	64	167	145	46
NM_018988	GFOD1	2	286	239	125	411	582	614
NM_176869	PPA2	12	196	277	384	490	437	461
NM_033550	TP53RK	2	200	289	214	343	429	450
NM_182480	COQ6	11	51	67	86	82	92	97
NM_012111	AHSA1	9	285	358	189	589	690	726
NM_003165	STXBP1	20	132	52	184	572	442	466
NM_152285	ARRDC1	8	254	183	226	572	391	411
NM_002044	GALK2	10	147	183	165	393	498	524
NM_006325	RAN	7	291	382	365	573	810	849
NM_203399	STMN1	5	479	1011	778	956	1125	1185
NM_005563	STMN1	5	479	1011	778	963	1125	1185
NM_203401	STMN1	5	479	1011	778	963	1125	1186
NM_020184	CNNM4	7	233	235	224	457	556	584
NM_022063	C10orf84	9	152	242	271	265	468	491
NM_001071775	C13orf37	3	64	118	128	174	214	225
NM_001006617	MAPKAP1	12	377	252	413	939	1013	1067
NM_013319	UBIAD1	2	108	100	105	206	268	281
NM_022113	KIF13A	39	913	1334	884	1528	2368	2485
NM_001006620	MAPKAP1	11	326	238	383	822	888	934
NM_022341	PDF	2	98	103	95	226	170	179
NM_002691	POLD1	27	207	296	188	294	498	522
NR_002305	PDIA3P	1	150	311	191	311	434	455
NM_017782	C10orf18	21	1266	1048	1064	1928	2913	3069
NM_007057	ZWINT	9	147	94	195	414	326	342
NM_139242	MTFMT	9	58	19	47	89	151	159
NM_018509	LRRC59	7	539	1125	398	632	1636	1722
NM_017836	SLC41A3	11	173	389	220	297	498	522
NM_003316	TTC3	46	639	1028	1263	1066	2529	2652
NM_183373	C6orf145	5	227	296	267	246	630	664
NR_002743	SNORD50A	1	6968	9720	11098	13147	3502	3676
NM_203285	PVRL1	8	1141	495	537	974	920	2128
NM_001018837	HAX1	7	135	140	106	192	273	291
NM_001135746	NEIL2	5	116	291	136	246	290	148
NM_001040167	LFNG	8	82	159	174	315	454	279
NM_016261	TUBD1	9	87	49	60	109	129	168
NM_153029	N4BP1	7	1216	1461	1340	2429	2087	3639
NM_033624	FBXO21	12	460	486	430	779	884	958
NM_020148	SPIRE1	16	260	340	220	399	1209	545
NM_001128627	SPIRE1	16	251	333	217	394	1198	536
NM_016183	MRTO4	8	201	291	178	322	349	305
NR_003105	ZWILCH	19	159	136	250	452	333	479
NM_001134338	RNF24	7	122	156	164	298	654	158
NM_001134337	RNF24	6	122	156	164	298	653	157
NM_203404	AMPD2	16	160	355	207	374	932	559
NM_153811	SLC38A6	16	45	62	94	171	259	114
NM_001274	CHEK1	13	82	50	79	144	166	230
NM_152277	UBTD2	3	135	408	177	320	641	572
NM_020347	LZTFL1	10	54	69	143	59	165	179
NM_014704	KIAA0562	22	264	337	231	346	746	851
NM_001949	E2F3	7	185	235	177	481	576	542
NM_001128919	MARK3	17	608	777	841	1503	1769	1914
NM_001128918	MARK3	18	608	777	841	1503	1769	1914
NM_001001556	GALK2	10	158	201	192	424	534	533
NM_003808	TNFSF13	6	77	98	66	303	451	115
NM_172087	TNFSF13	5	77	98	66	300	447	113
NM_032482	DOT1L	28	713	908	450	948	1604	545
NM_032848	C12orf52	4	105	134	89	170	243	180
NM_031942	CDCA7	10	224	285	468	354	305	379
NM_145810	CDCA7	9	224	285	466	352	298	377
NM_001080402	CCDC61	15	62	79	51	95	196	101
NM_199184	C6orf108	3	84	107	106	300	177	125
NM_018671	UNC45A	20	909	1157	829	1381	1736	1939
NM_001039675	UNC45A	23	909	1154	827	1381	1737	1940
NM_006411	AGPAT1	7	217	276	163	471	996	684
NM_003647	DGKE	12	73	93	141	279	203	81
NM_004759	MAPKAPK2	10	743	948	587	1150	3022	1865
NM_001042551	SMC2	25	289	367	345	747	707	700
NM_015462	NOL11	18	201	257	334	298	473	540
NM_001878	CRABP2	4	365	464	711	860	400	903
NM_022458	LMBR1	17	379	483	412	1111	1263	537
NM_182529	THAP5	3	80	102	132	166	206	315
NM_013386	SLC25A24	10	243	309	344	562	995	1445
NM_001946	DUSP6	3	600	766	697	1063	1845	4431
NM_016648	LARP7	13	143	182	301	259	252	283
NM_152221	CSNK1E	11	678	861	619	1695	1742	1337
NM_001035513	SDHC	4	127	162	136	272	350	185
NM_001035512	SDHC	5	127	162	136	272	350	185
NM_018319	TDP1	17	127	151	191	445	362	383
NM_001008744	TDP1	16	127	151	191	445	361	383
NM_014234	HSD17B8	9	66	98	117	80	52	55
NM_153232	EID2	1	106	59	64	128	122	129
NM_018094	GSPT2	1	57	90	85	84	144	152
NM_177985	ARL5A	6	225	299	384	437	541	573
NM_001037174	ARL5A	6	225	299	384	437	541	573
NM_052821	WDR5	13	340	373	318	750	702	742
NM_017588	WDR5	14	340	373	319	750	700	742
NM_004161	RAB1A	6	391	537	472	626	997	1054
NM_002139	RBMX	9	54	127	121	134	112	119
NM_005776	CNIH	5	211	181	377	774	484	511
NM_024666	FLJ11506	10	298	203	332	790	856	909
NM_005137	DGCR2	10	933	1335	818	1345	1730	1832
NM_003626	PPFIA1	28	445	8386	581	897	1823	1930
NM_002945	RPA1	17	489	504	525	1669	1069	1135
NM_007055	POLR3A	31	377	194	314	588	874	924
NM_001105568	KIF13A	38	974	1417	955	1565	2477	2617
NM_001005413	ZWINT	9	128	72	157	356	275	291
NM_024637	GAL3ST4	4	59	13	74	258	148	157
NM_001018066	NTRK2	14	392	856	663	1205	797	297
NM_001018065	NTRK2	15	392	856	663	1205	797	297
NM_148970	TNFRSF25	5	78	123	92	168	256	223
NM_024627	C22orf29	3	616	717	592	1079	1217	1777
NM_005444	RQCD1	8	197	203	183	333	367	504
NM_199227	MAP1D	10	33	88	43	79	75	48
NM_014742	TM9SF4	18	571	607	588	1069	1459	1646
NM_178276	SERINC5	13	540	691	492	897	724	439
NM_001114173	CTSC	4	134	96	162	296	718	1115
NM_015002	FBXO21	12	460	481	427	778	881	951
NM_001034025	ERP29	2	222	347	208	379	511	404
NM_012316	KPNA6	14	1763	1506	1146	2092	3501	3884
NM_147172	NUDT2	5	25	55	59	108	127	64
NM_147173	NUDT2	4	25	55	59	108	127	64
NM_001161	NUDT2	5	25	56	59	108	131	64
NM_199368	TRPC4AP	19	895	1274	807	1470	2777	1788
NM_033044	MACF1	64	7581	9706	6514	11877	25940	24809
NM_020865	DHX36	25	665	537	973	1767	1226	1814
NM_001114397	DHX36	25	662	537	973	1767	1209	1805
NM_024491	CEP70	18	94	94	129	236	146	184
NM_001083961	WDR62	32	81	265	167	305	235	195
NM_024509	LRFN3	3	48	66	44	81	154	32
NM_001006605	FAM69A	5	58	46	78	143	191	289
NM_152237	GAS2L1	5	316	404	339	865	1039	859
NM_001754	RUNX1	9	598	766	483	908	4216	2346
NM_002376	MARK3	16	606	777	840	1503	1764	1907
NM_004436	ENSA	4	643	827	476	956	828	816
NM_207042	ENSA	5	643	827	476	956	828	818
NM_006246	PPP2R5E	14	213	273	214	367	323	398
NM_005498	AP1M2	12	148	190	219	341	217	432
NM_001042481	FRMD6	15	1152	1474	1419	1470	1911	4651
NM_080678	UBE2F	10	101	130	98	149	276	354
NM_017799	C14orf101	16	160	206	203	379	594	335
NM_201441	TEAD4	12	196	251	93	229	720	179
NR_023384	RNF216L	8	63	81	70	166	268	193
NM_173209	TGIF1	3	116	149	173	503	279	244
NR_015449	RNF216L	6	63	81	70	154	267	188
NM_024308	MGC4172	7	71	91	58	219	89	69
NM_024699	ZFAND1	8	161	206	371	354	359	935
NM_004637	RAB7A	6	1844	2365	2044	3648	4001	6399
NM_015878	AZIN1	13	1181	1514	1403	1233	2472	5479
NM_022334	ITGB1BP1	6	84	108	88	142	211	227
NM_006281	STK3	11	189	242	258	190	356	700
NM_001467	SLC37A4	9	91	117	73	154	298	278
NM_017751	SMPD4	19	133	171	114	234	311	284
NM_017951	SMPD4	20	133	171	114	234	311	284
NM_021964	ZNF148	9	656	842	999	1180	1962	2654
NM_022338	C11orf24	4	88	113	58	130	455	446
NM_015641	TES	7	406	520	537	708	980	2495
NM_001099225	CCDC43	4	147	189	170	187	299	356
NM_004667	HERC2	93	940	1205	892	1634	2880	2210
NM_145034	TOR1AIP2	6	390	502	487	310	821	1571
NM_001134387	ZDHHC4	8	62	80	70	177	246	219
NM_003190	TAPBP	8	1141	1463	1115	3317	2907	2461
NM_002754	MAPK13	12	700	640	472	1004	1067	1140
NM_000270	NP	6	600	369	245	870	954	1020
NM_018322	C6orf64	2	60	44	93	184	199	212
NM_015543	RAB1A	4	364	523	436	579	921	979
NM_001032221	STXBP1	19	131	52	184	572	436	464
NM_080867	SOCS4	2	410	342	412	969	1018	1089
NM_199421	SOCS4	3	410	342	412	970	1022	1089
NM_024545	SAP130	20	158	158	205	459	386	412
NM_024670	SUV39H2	5	71	88	71	169	125	133
NM_139281	WDR36	23	611	929	706	1104	1312	1396
NM_001017535	VDR	11	469	248	309	988	974	1042
NM_032993	GAR1	7	58	75	75	95	95	101
NM_012164	FBXW2	8	1015	402	880	2253	2302	2450
NM_019606	MEPCE	4	292	281	234	904	696	741
NM_015241	MICAL3	32	818	989	912	2314	2134	2276
NM_001008486	SLC41A3	11	123	285	180	228	332	354
NR_002744	SNORD49A	1	4317	12497	41265	45695	25996	27647
NM_053004	GNB1L	8	69	143	35	54	123	131
NM_014412	CACYBP	6	83	166	136	200	157	167
NM_017946	FKBP14	4	93	135	184	159	232	248
NM_001945	HBEGF	6	394	371	380	698	338	439
NM_001122633	CPS1	39	123	0	57	105	178	200
NM_001875	CPS1	38	123	0	57	105	178	195
NM_001032280	TFAP2A	7	413	318	483	888	257	875
NM_030649	ACAP3	21	667	951	811	1483	1431	1391
NM_080799	COL13A1	38	24	72	47	87	200	52
NM_080803	COL13A1	38	24	74	47	87	200	52
NM_080802	COL13A1	38	24	74	47	87	200	52
NM_080801	COL13A1	38	24	74	47	87	199	52
NM_080800	COL13A1	38	24	74	47	87	194	52
NM_080807	COL13A1	37	24	73	47	87	194	52
NM_080806	COL13A1	37	24	74	47	87	193	52
NM_080804	COL13A1	38	24	73	47	87	200	52
NM_080809	COL13A1	37	24	73	47	87	200	52
NM_080808	COL13A1	37	24	73	47	87	200	52
NM_080811	COL13A1	36	24	73	47	87	199	52
NM_005203	COL13A1	39	24	74	47	87	200	52
NM_001130103	COL13A1	40	24	74	47	87	200	52
NM_020786	PDP2	2	118	150	118	217	205	271
NM_003882	WISP1	5	19	159	45	83	637	418
NM_003683	RRP1	13	306	764	302	554	397	271
NM_001235	SERPINH1	5	444	716	525	965	4739	2237
NM_000251	MSH2	16	271	291	393	719	405	573
NM_006026	H1FX	1	269	858	493	904	631	492
NM_016079	VPS24	6	602	573	687	1259	1405	1535
NM_003926	MBD3	6	696	998	493	901	1861	840
NM_001005753	VPS24	5	580	556	666	1223	1382	1505
NM_199121	VWA1	3	204	477	163	299	806	423
NM_015910	LOC51057	18	63	122	143	263	230	141
NM_173636	WDR62	32	78	263	161	296	234	194
NM_198219	ING1	2	69	107	64	118	224	74
NM_004037	AMPD2	18	182	389	220	404	1007	592
NM_001014989	LAT	13	28	61	51	94	167	75
NM_020151	STARD7	8	942	1408	981	1794	2227	2329
NM_001114620	MGAT1	2	1158	1491	840	1543	3949	1713
NM_145060	C18orf24	7	36	120	41	76	85	86
NM_172388	NFATC1	9	68	126	84	155	426	83
NM_001039570	KREMEN1	9	992	1284	741	1458	2155	1553
NM_001039571	KREMEN1	9	982	1271	738	1447	2151	1542
NM_152236	GAS2L1	6	306	396	325	837	980	842
NM_004514	FOXK2	9	819	1056	424	798	1499	1511
NM_130446	KLHL6	7	61	79	63	168	379	185
NM_006452	PAICS	10	373	482	387	704	619	694
NM_001128920	MARK3	16	588	762	826	1454	1696	1819
NM_003403	YY1	5	360	464	466	824	770	916
NM_183044	RNF6	5	209	271	315	248	427	608
NM_007355	HSP90AB1	12	2280	2934	1945	3270	5491	6052
NM_183043	RNF6	5	209	271	308	247	420	607
NM_005872	BCAS2	7	84	109	170	151	119	273
NM_001010858	RNF187	4	849	1099	547	1488	2142	1834
NM_005966	NAB1	10	803	1039	1229	1177	1592	1743
NM_032741	AGPAT1	7	206	267	158	446	957	661
NM_024072	DDX54	20	518	670	444	1176	1604	1061
NM_130809	PRRC1	9	496	639	605	572	1428	1554
NM_001111322	DDX54	20	518	670	444	1176	1607	1065
NM_003184	TAF2	26	355	460	560	630	922	1552
NM_145690	YWHAZ	6	613	793	687	586	871	3255
NM_001033085	HAT1	10	151	195	254	356	486	593
NM_148174	AZIN1	12	1171	1513	1391	1228	2460	5448
NM_005723	TSPAN5	8	98	127	168	161	179	320
NM_001258	CDK3	8	51	66	73	186	156	86
NM_005645	TAF13	4	72	93	100	88	138	389
NM_000057	BLM	22	77	100	98	139	147	206
NM_020831	MKL1	15	399	516	350	713	1086	738
NM_001077261	NCOR2	47	1352	1741	1188	2491	4483	2219
NM_001012762	C16orf84	14	61	79	36	100	152	112
NM_203472	SELS	7	99	128	69	144	351	260
NM_032797	AIFM2	9	134	173	126	412	489	354
NM_017450	BAIAP2	14	479	711	495	469	568	611
NM_020750	XPO5	32	877	945	595	2139	1419	1525
NM_007273	PHB2	9	557	843	499	654	1189	1273
NM_024086	METT10D	10	281	318	290	798	568	610
NM_013451	FER1L3	54	1823	1419	2213	4644	4067	4377
NM_138300	PYGO2	3	489	589	441	905	1235	1325
NM_018183	SBNO1	31	792	1310	756	1122	1493	1601
NM_005600	NIT1	7	127	65	121	254	285	305
NM_031937	TBC1D10A	9	379	262	221	465	494	529
NM_024117	MAPKAP1	11	356	211	367	887	933	999
NM_000376	VDR	10	465	248	309	982	971	1040
NM_001035516	DMKN	6	218	285	191	296	341	365
NM_001006619	MAPKAP1	11	365	247	408	907	964	1032
NM_144775	SMCR8	2	441	220	404	1249	1230	1323
NM_014578	RHOD	5	492	1248	423	404	1009	1084
NM_031288	INO80B	5	89	66	92	197	156	168
NM_001136043	C15orf44	12	188	70	160	376	439	471
NM_001008485	SLC41A3	12	129	292	189	243	367	394
NM_006782	ZFPL1	8	113	246	72	107	242	260
NM_012143	TFIP11	15	301	307	270	527	725	781
NM_001008697	TFIP11	16	301	307	270	527	725	781
NM_002950	RPN1	10	1095	2958	1054	1586	3206	3449
NM_001098673	C12orf44	4	166	166	126	569	425	455
NM_017755	NSUN2	19	620	741	714	2573	1208	1297
NM_001040438	C6orf48	4	111	168	204	377	432	359
NM_020422	TMEM159	5	213	111	267	494	311	515
NM_001040437	C6orf48	5	112	168	204	377	434	359
NM_005558	LAD1	10	3112	4018	1965	3620	3572	6713
NM_001001890	RUNX1	6	853	1206	681	1253	5709	3010
NM_001128921	MARK3	16	514	696	746	1375	1610	1644
NM_020715	PLEKHH1	29	113	153	145	268	143	136
NM_031286	SH3BGRL3	3	897	774	780	1436	1656	1970
NM_017542	POGK	6	409	302	363	672	859	940
NM_145663	DBF4B	14	45	130	32	60	90	91
NM_001042717	GTPBP10	8	82	37	201	372	263	421
NM_001004105	GRK6	16	147	365	152	282	455	174
NR_002323	TUG1	3	1677	1549	1781	3289	4167	5819
NM_015638	TRPC4AP	19	903	1280	813	1498	2812	1807
NM_030628	INTS5	2	201	503	181	335	550	459
NM_003083	SNAPC2	5	73	138	59	110	234	103
NM_001039916	ZNF384	9	427	532	337	622	1139	1252
NM_001008407	BCAP29	8	150	89	217	401	391	518
NM_198082	CCDC57	17	156	221	163	302	623	359
NM_005313	PDIA3	13	173	495	197	364	528	561
NM_003040	SLC4A2	23	394	586	326	600	1635	571
