RefSeqID	Symbol	NbOfExons	8N	8T	33N	33T	51N	51T
NM_000820	GAS6	15	391	440	576	523	1116	356
NM_005936	MLLT4	28	2425	388	2294	2080	2977	1955
NM_012486	PSEN2	13	97	74	87	79	289	141
NM_000447	PSEN2	13	97	74	87	79	289	141
NM_152240	ZMAT3	6	96	36	194	176	445	294
NM_024852	EIF2C3	19	208	104	272	247	625	512
NM_001127359	PHTF2	9	144	131	170	155	562	241
NM_014160	MKRN2	8	212	179	334	304	704	301
NM_003624	RANBP3	17	315	315	273	248	802	275
NM_152678	FAM116A	20	332	141	481	436	814	572
NM_130470	MADD	33	458	371	501	455	1595	852
NM_130475	MADD	35	457	375	500	454	1595	846
NM_024611	NARG2	16	251	57	392	356	446	558
NM_001018089	NARG2	16	250	57	390	355	434	554
NM_001127598	IGF2	5	1561	900	2706	910	4358	2453
NM_001007139	IGF2	5	1565	900	2696	910	4350	2453
NR_003512	INS-IGF2	7	1563	904	2716	913	4360	2458
NM_006425	SLU7	16	354	275	430	326	752	424
NM_014572	LATS2	8	431	429	428	229	1204	676
NM_170674	MEIS2	13	95	48	192	211	213	120
NM_170677	MEIS2	13	95	48	194	211	213	120
NM_198562	C3orf62	3	83	91	132	120	214	120
NM_015332	NUDCD3	6	1302	643	1092	1577	2986	1680
NM_006336	ZER1	16	494	234	431	843	1473	831
NM_016546	C1RL	6	504	232	357	568	1569	884
NM_003540	HIST1H4F	1	25	90	152	39	93	52
NM_001078171	FAM127A	1	246	69	282	340	812	457
NM_020165	RAD18	13	84	82	115	83	175	98
NM_020776	KIAA1328	10	67	54	122	107	109	61
NM_018032	LUC7L	9	309	349	438	380	880	496
NM_001085471	FOXN3	7	999	382	1116	1184	2500	1412
NM_005197	FOXN3	6	996	391	1099	1176	2485	1399
NM_004435	ENDOG	3	62	24	79	239	212	119
NM_002939	RNH1	11	1690	895	1535	2116	3565	2005
NM_001130683	GUCY1A3	10	365	208	333	329	2046	1047
NM_014181	HSPC159	5	978	556	1168	452	770	439
NM_022650	RASA1	25	298	169	408	447	644	302
NM_015274	MAN2B2	19	194	110	141	233	571	259
NM_001004019	FBLN2	18	894	508	552	513	5801	1792
NM_002560	P2RX4	12	50	28	53	203	159	59
NM_001030288	SPN	2	101	57	118	139	434	201
NM_003123	SPN	2	101	57	118	139	436	202
NM_002965	S100A9	3	16592	9469	22183	6909	18453	11578
NM_031476	CRISPLD2	15	462	263	186	254	4871	625
NM_016467	ORMDL1	5	138	78	310	236	449	461
NM_004257	TGFBRAP1	12	208	118	218	304	645	307
NM_014969	WDR47	15	486	277	667	575	705	1273
NM_000038	APC	16	757	431	943	482	1462	842
NM_015308	FNBP4	17	1062	604	1575	897	2078	1612
NM_133375	DIS3L	17	188	107	216	154	437	256
NM_002185	IL7R	8	106	60	62	208	782	403
NM_017901	TPCN1	28	347	197	264	284	987	314
NM_003292	TPR	51	1706	970	1970	1759	3338	2889
NM_145804	ABTB2	17	96	54	130	119	427	358
NM_001025239	TSPAN4	8	95	107	169	155	775	176
NM_001010	RPS6	6	709	364	848	779	1395	849
NM_003359	UGDH	12	680	272	945	866	968	1171
NM_020388	DST	26	7060	2625	9806	8982	13669	13895
NM_004663	RAB11A	5	1163	341	1348	1232	1347	1657
NM_006788	RALBP1	10	480	401	438	401	1139	610
NM_201274	MPRIP	24	306	178	311	285	898	365
NM_007322	RANBP3	17	318	315	275	251	810	283
NM_152988	SPPL2B	15	312	320	398	365	868	306
NM_004674	ASH2L	16	219	183	392	360	648	324
NR_024019	FLJ10404	12	662	535	916	838	1773	666
NM_017743	DPP8	18	211	64	394	360	733	549
NM_207380	C15orf52	11	484	444	354	325	1575	673
NM_133172	APBB3	12	166	148	195	179	623	209
NM_006317	BASP1	2	152	87	276	121	571	1163
NM_030968	C1QTNF1	4	210	120	113	206	1705	402
NM_145041	TMEM106A	9	86	49	107	122	582	223
NM_198679	RAPGEF1	24	1080	620	856	1950	5698	2547
NM_153705	KDELC2	8	301	172	423	752	1224	578
NM_001012300	MCRS1	14	235	134	269	502	778	361
NM_000240	MAOA	15	485	277	393	317	428	961
NM_022346	NCAPG	21	235	134	293	222	299	343
NM_006505	PVR	8	574	330	301	420	2011	949
NM_133171	ELMO2	22	389	222	358	326	890	638
NM_183012	CREM	6	73	37	72	75	334	189
NM_004699	FAM50A	13	135	178	238	196	676	383
NM_001134832	AHI1	23	235	155	334	161	515	291
NM_153263	ZNF549	3	38	63	54	22	194	110
NM_012416	RANBP6	1	356	117	334	438	582	330
NR_002451	ABCA11P	3	62	40	124	73	194	110
NM_005669	REEP5	5	513	594	730	608	1627	924
NM_005434	MALL	4	938	700	1100	647	1261	713
NM_024682	TBC1D17	17	246	194	330	246	657	372
NM_017762	MTMR10	16	428	305	1181	323	828	470
NM_001012634	IL32	6	108	62	259	258	2569	398
NM_001111308	PDE4A	15	89	51	77	162	438	216
NM_006487	FBLN1	15	359	207	529	488	4614	409
NM_006485	FBLN1	15	377	217	542	504	4784	418
NM_001080125	CASP8	9	132	76	167	110	446	433
NM_006393	NEBL	28	1043	604	1797	1022	994	646
NM_000967	RPL3	10	1052	608	1104	1497	2353	1183
NM_001135768	PVR	8	552	318	295	411	1931	913
NM_001135769	PVR	7	552	318	295	411	1931	913
NM_015651	PHF19	15	253	146	194	593	764	234
NM_006918	SC5DL	5	396	228	558	512	494	987
NM_004904	CREB5	11	139	80	200	383	1104	482
NM_015216	HISPPD1	29	545	315	756	493	1029	721
NM_030954	RNF170	7	136	78	268	74	351	319
NM_017987	RUFY2	18	186	107	240	210	423	388
NM_016474	C3orf19	11	94	54	121	115	269	136
NM_005545	ISLR	2	371	536	311	287	2859	1185
NM_001126336	VCAN	13	667	438	429	395	8786	2334
NM_015419	MXRA5	7	457	327	1305	1202	7221	3196
NM_001025234	TSPAN4	9	101	113	171	158	831	188
NM_005177	ATP6V0A1	21	723	806	714	659	2230	1149
NM_001130021	ATP6V0A1	22	723	806	714	659	2230	1149
NM_033092	TRIM5	7	205	51	181	167	280	352
NM_015850	FGFR1	18	472	350	355	327	1884	424
NM_023110	FGFR1	18	472	350	355	327	1884	425
NM_174908	CCDC50	11	514	172	551	507	1547	1011
NM_015030	FRYL	64	1204	380	1614	1490	3046	3467
NM_177422	EIF2C3	17	181	74	225	208	546	461
NM_032823	C9orf3	15	616	279	1099	1011	1320	1015
NM_139207	NAP1L1	15	401	216	586	542	935	668
NM_005724	TSPAN3	7	464	231	584	539	1483	1122
NM_001024956	SC5DL	5	395	219	554	511	496	979
NM_001077238	SPPL2B	15	313	332	400	370	885	309
NM_138381	OXNAD1	9	202	139	183	169	381	139
NM_001014283	DCUN1D2	7	159	208	233	215	540	249
NM_007320	RANBP3	16	306	300	262	242	768	271
NM_017919	STX17	8	638	132	789	729	1261	1218
NM_005898	CAPRIN1	19	1408	573	1440	1328	2659	3037
NM_001664	RHOA	5	2936	1755	3770	3469	6768	3715
NR_002737	SNORD59A	1	950	2075	9977	5898	4227	2413
NM_002611	PDK2	11	251	159	281	222	807	460
NM_005764	PDZK1IP1	4	355	167	244	553	604	344
NM_001135820	TMEM2	23	671	245	259	390	2654	1521
NM_000361	THBD	1	1195	617	914	1227	2021	1153
NM_016021	UBE2J1	8	502	396	610	372	1543	884
NM_001010895	C9orf102	14	278	141	365	683	761	433
NM_001130438	SPTAN1	57	2985	1675	3081	6126	8403	4795
NM_003127	SPTAN1	56	2985	1675	3081	6126	8403	4795
NM_001997	FAU	5	245	817	510	361	608	347
NM_000017	ACADS	10	95	55	113	166	430	161
NM_000709	BCKDHA	9	164	95	234	295	369	88
NM_001998	FBLN2	17	876	508	546	513	5733	1788
NM_181706	DNAJC24	5	85	49	146	79	189	138
NM_001033853	RPL3	10	1043	608	1102	1491	2334	1175
NM_004457	ACSL3	17	807	468	856	666	1065	1212
NM_006677	USP19	26	675	392	696	705	1554	716
NM_014169	CHMP4A	6	258	150	205	642	640	339
NM_001358	DHX15	14	985	572	1323	1196	1949	2545
NM_001135178	ZNF397	4	287	166	260	250	484	255
NM_001081492	KRT80	9	1504	872	1339	491	998	833
NM_182507	KRT80	9	1504	872	1329	487	997	833
NM_134447	C19orf2	10	469	272	610	481	972	1253
NM_003796	C19orf2	11	469	272	612	485	980	1258
NM_153377	LRIG3	19	808	469	1369	1175	985	2082
NM_003731	SSNA1	3	131	76	122	233	407	220
NM_052941	GBP4	11	122	6	86	80	181	292
NM_030952	NUAK2	7	674	290	527	488	428	733
NM_001080471	PEAR1	23	133	79	163	151	946	275
NM_018335	ZNF839	8	151	72	213	198	287	284
NM_014231	VAMP1	5	67	54	150	139	381	165
NM_178006	STARD13	14	186	109	169	157	1310	296
NM_001130020	ATP6V0A1	21	724	806	727	674	2242	1164
NM_020447	C15orf17	5	671	205	845	782	1683	1044
NM_001127184	CFLAR	6	424	371	528	489	1555	708
NM_014282	HABP4	8	112	105	113	105	342	132
NM_024945	RMI1	3	128	70	120	111	188	270
NM_173582	PGM2L1	14	90	38	113	105	630	544
NM_181861	APAF1	27	275	119	332	309	1107	658
NM_145350	SCARF1	11	158	132	144	134	927	172
NM_024956	TMEM62	14	79	59	127	118	218	88
NM_198902	TSPAN3	6	441	231	574	533	1447	1072
NM_012279	ZNF346	7	154	153	145	135	345	180
NM_015185	ARHGEF9	10	230	19	271	251	506	404
NM_170692	RASAL2	18	543	395	823	766	1655	874
NM_145887	LRDD	15	221	255	262	244	427	240
NM_197961	DPP8	20	215	64	410	380	766	575
NM_015348	TMEM131	41	940	460	1127	1048	2049	1569
NM_000612	IGF2	4	1601	952	2798	938	4477	2567
NR_003008	SCARNA5	1	1121	1306	6887	2419	3653	2108
NR_001285	SNORD35B	1	968	839	27403	9600	10749	6178
NM_053034	ANTXR1	15	263	246	419	304	1229	708
NM_024761	MOBKL2B	4	255	92	356	362	809	464
NM_020548	DBI	5	826	589	1006	654	939	541
NM_000328	RPGR	19	40	52	85	52	178	102
NM_080590	CAPS	5	61	36	149	48	250	143
NR_000021	SNORD32A	1	9823	5621	40157	43619	28240	16286
NM_013390	TMEM2	24	704	281	276	396	2774	1594
NM_006997	TACC2	17	1354	660	1093	1600	2395	1380
NM_133439	TADA2L	11	60	17	93	413	178	102
NM_170676	MEIS2	12	92	48	192	211	207	119
NM_170675	MEIS2	12	92	48	194	211	207	119
NM_001080517	SETD5	23	1794	1012	1470	2434	3995	2297
NM_020412	CHMP1B	1	536	391	661	540	1203	693
NM_001034194	EXOSC9	13	131	149	205	147	295	169
NM_005033	EXOSC9	12	131	149	205	147	295	169
NM_023039	ANKRA2	9	99	129	192	120	207	119
NR_002184	RRP7B	7	115	65	77	158	159	91
NM_006362	NXF1	21	485	427	619	453	1209	695
NM_173543	DZIP1L	16	162	478	438	407	591	339
NM_014868	RNF10	17	1403	742	1193	1129	4133	2370
NM_001295	CCR1	2	62	36	29	101	479	76
NM_020698	TMCC3	4	180	105	283	78	787	666
NM_005226	S1PR3	2	122	71	100	109	759	284
NM_014923	FNDC3A	24	662	388	751	498	1603	1102
NM_017458	MVP	15	1914	1118	1588	2835	6049	2583
NM_002372	MAN2A1	22	621	363	824	855	1964	952
NM_203372	ACSL3	16	787	462	833	657	1056	1199
NM_144780	DEGS1	4	295	172	275	246	429	694
NM_003676	DEGS1	3	331	193	338	287	550	879
NM_016403	CWC15	7	200	117	309	142	200	323
NM_024910	ZNF767	8	171	100	194	275	514	154
NM_001044385	ALS2CR4	12	306	179	506	418	496	790
NM_014897	ZNF652	6	363	212	279	244	663	773
NM_148178	C9orf23	2	76	44	42	171	152	80
NM_006766	MYST3	17	1541	901	1538	1256	2975	3830
NM_001111309	PDE4A	15	84	49	77	160	425	207
NM_001105556	C1orf38	6	101	59	150	251	1186	264
NM_001079673	FNDC3A	26	672	396	768	527	1657	1143
NM_001007267	PLA2R1	27	700	412	1210	676	678	1849
NM_178007	STARD13	14	180	106	146	152	1206	287
NM_015917	GSTK1	8	419	247	485	516	1011	398
NM_006055	LANCL1	10	654	385	832	674	1360	1244
NM_001009	RPS5	6	286	168	320	297	535	482
NM_182899	CREB5	10	136	80	197	383	1091	481
NM_018002	OXR1	16	341	201	609	220	569	734
NM_001024630	RUNX2	9	140	82	232	198	799	738
NM_001099412	MYST3	18	1571	927	1578	1288	3040	3968
NM_001099413	MYST3	18	1562	922	1564	1281	3036	3945
NM_001080493	ZNF823	4	72	42	100	30	89	105
NM_177433	MAGED2	13	462	161	583	545	1416	936
NR_024428	PARVG	5	56	41	60	56	383	61
NM_032484	GHDC	9	141	186	161	150	507	240
NM_003437	ZNF136	4	74	4	93	87	141	131
NM_152133	TAGAP	9	52	38	110	103	322	104
NM_057169	GIT2	20	460	202	514	482	1324	850
NM_001135213	GIT2	19	441	197	509	476	1295	835
NM_014776	GIT2	18	441	197	509	476	1295	835
NM_178335	CCDC50	12	539	196	595	558	1603	1064
NM_181868	APAF1	26	269	119	322	302	1072	633
NM_022070	HEATR6	20	125	63	318	298	481	352
NM_014487	ZNF330	10	224	276	219	205	437	245
NM_017610	RNF111	14	490	288	771	723	1006	1115
NM_003861	WDR22	9	924	496	995	932	2009	1593
NM_004430	EGR3	2	242	418	692	649	301	154
NM_006874	ELF2	7	131	84	126	118	478	231
NM_006292	TSG101	10	400	216	500	466	776	864
NM_017666	ZNF280C	19	91	50	152	142	202	245
NM_000048	ASL	17	71	79	92	86	292	165
NM_007131	ZNF75D	7	130	217	289	270	686	353
NR_003562	MPP3	19	53	104	75	70	138	63
NM_001932	MPP3	20	53	104	75	70	138	63
NM_003156	STIM1	12	1122	485	1006	940	2714	1675
NM_001100400	PDS5A	16	427	188	593	556	952	920
NM_001105214	ASH2L	16	213	175	369	346	620	328
NM_001042546	ATPAF1	7	304	169	299	280	557	386
NM_000147	FUCA1	8	47	72	90	52	213	123
NM_183011	CREM	7	74	37	78	75	336	194
NM_194298	SLC16A9	6	222	17	324	420	222	128
NM_133464	ZNF483	6	69	41	49	24	63	36
NM_001005911	IHPK2	3	205	119	205	220	312	180
NR_003695	SNORD12B	1	5394	9114	68828	32092	30992	17945
NM_153186	KANK1	11	1380	191	1238	1794	1559	902
NM_015158	KANK1	12	1373	190	1241	1791	1551	901
NR_003033	SNORD5	1	8841	8960	49714	45149	60280	34969
NM_024420	PLA2G4A	18	119	29	226	264	173	100
NM_181869	APAF1	8	148	95	160	145	565	327
NM_178833	NHEDC2	12	124	7	80	89	288	167
NM_207344	SPRYD4	2	202	63	197	413	459	266
NM_003895	SYNJ1	32	229	136	315	192	721	417
NM_001076787	TP53I11	8	528	453	328	283	1762	1021
NM_005528	DNAJC4	7	68	150	109	90	247	143
NM_005520	HNRNPH1	14	1523	1231	2236	1590	3249	1876
NM_000396	CTSK	8	343	204	323	1693	3595	1269
NM_004882	CIR	10	135	80	176	157	171	247
NM_001005910	IHPK2	3	205	121	211	223	313	181
NM_015049	TRAK2	16	479	285	607	683	2217	1182
NM_001136574	LANCL1	10	649	385	825	665	1354	1244
NM_001136575	LANCL1	10	649	385	824	665	1355	1244
NM_002493	NDUFB6	4	93	55	171	228	156	66
NM_001097620	TMEM184A	9	1661	984	1528	1495	1345	626
NM_203446	SYNJ1	32	229	136	315	192	723	420
NM_014247	RAPGEF2	24	513	304	622	499	1545	1002
NM_001077395	DPH5	8	63	37	95	64	173	158
NM_015958	DPH5	8	63	37	95	64	173	162
NM_002757	MAP2K5	21	85	50	137	222	255	124
NM_145160	MAP2K5	22	85	50	137	222	255	124
NM_005359	SMAD4	12	868	515	1033	1024	2146	1159
NM_006800	MSL3	12	135	80	210	229	409	223
NM_007361	NID2	22	114	224	117	110	1464	425
NR_003046	SNORD59B	1	3722	4814	27862	26211	19527	8158
NM_145798	OSBPL7	23	56	48	68	64	432	127
NM_012212	PTGR1	10	646	343	984	926	697	528
NM_030957	ADAMTS10	26	130	83	145	136	795	174
NM_005554	KRT6A	9	72946	17892	56183	52930	74745	96421
NM_001031717	CRELD1	12	160	143	142	134	469	141
NM_001666	ARHGAP4	22	222	160	326	307	1538	268
NM_001098211	HRH1	2	248	80	199	187	554	374
NM_000861	HRH1	3	252	80	198	187	556	376
NM_001098212	HRH1	2	248	80	198	187	554	374
NM_001135214	GIT2	19	458	200	512	482	1305	840
NM_020193	C11orf30	21	343	104	403	380	656	486
NM_173082	SHPRH	30	502	239	614	579	851	660
NM_199245	VAMP1	4	82	76	179	169	453	198
NM_152446	C14orf145	24	101	78	115	108	168	94
NM_015885	PCF11	16	1000	348	1051	992	1742	1377
NM_003754	EIF3F	8	49	14	85	80	108	110
NM_178441	ZFYVE1	9	181	80	186	175	629	389
NM_019592	RNF20	20	598	283	726	685	1068	723
NM_012333	MYCBP	5	120	54	101	95	168	250
NM_153373	AGXT2L2	13	165	163	183	172	817	178
NM_145886	LRDD	16	221	255	261	245	432	241
NM_001020818	MYADM	2	677	338	889	839	2595	2043
NM_015134	MPRIP	23	286	176	294	277	857	323
NR_003043	SNORD49B	1	247	841	871	821	599	270
NM_019057	FLJ10404	11	642	524	859	806	1670	651
NM_001003712	OSBPL8	23	1408	550	2003	1890	3387	3281
NM_020841	OSBPL8	24	1413	550	2009	1894	3406	3299
NM_000380	XPA	6	88	52	140	132	158	101
NM_006051	APBB3	12	166	148	195	184	626	209
NM_000597	IGFBP2	4	714	373	1419	3895	1281	746
NM_004598	SPOCK1	11	72	40	57	485	702	410
NM_001079862	DBI	4	1232	1159	1905	1443	1768	1031
NM_018695	ERBB2IP	25	1367	1261	1737	1485	3858	2257
NM_206860	TACC2	16	1349	660	1090	1597	2363	1377
NM_001006600	ERBB2IP	24	1337	1258	1673	1442	3800	2221
NR_002909	SNHG3-RCC1	3	282	214	334	256	563	327
NM_005713	COL4A3BP	18	512	449	672	494	1209	705
NM_031361	COL4A3BP	17	508	449	670	490	1202	701
NM_001114092	THUMPD3	10	212	88	213	242	476	277
NM_004730	ETF1	11	405	598	817	665	1161	677
NM_198880	QRICH1	10	694	378	668	858	1600	936
NM_001024943	ASL	16	74	91	97	89	295	172
NM_017730	QRICH1	11	694	393	673	863	1602	937
NM_004960	FUS	15	1010	1338	1373	1128	3435	2000
NM_006034	TP53I11	7	528	453	327	280	1755	1020
NM_001668	ARNT	22	754	408	599	700	1725	1003
NM_178427	ARNT	21	754	408	598	700	1724	1003
NM_014346	TBC1D22A	13	241	136	243	660	613	358
NM_130795	RGS3	16	237	141	249	403	1174	535
NM_001996	FBLN1	15	430	257	575	582	5013	472
NM_006772	SYNGAP1	19	405	241	353	536	1174	507
NM_001130066	SYNGAP1	18	405	241	353	536	1170	507
NM_198793	CD47	9	821	489	1338	935	1814	3028
NM_001025079	CD47	10	821	489	1338	943	1816	3028
NM_001777	CD47	11	821	489	1338	943	1821	3029
NM_001007250	SCP2	4	350	209	699	443	759	904
NM_002015	FOXO1	3	550	328	517	404	1710	1402
NM_002905	RDH5	5	56	33	49	47	413	38
NM_005803	FLOT1	13	668	400	682	1245	2928	1028
NM_007146	VEZF1	6	317	189	326	245	610	463
NM_152468	TMC8	16	109	65	132	198	524	231
NM_144653	NACC2	6	91	54	42	110	283	106
NM_025010	KLHL18	10	351	210	242	296	981	462
NM_015026	MON2	35	1188	708	1957	1233	3160	2317
NM_001002909	GPATCH8	8	975	584	861	749	1749	1454
NM_001015051	RUNX2	8	138	82	232	198	796	735
NM_007184	NISCH	21	999	597	954	1070	2615	987
NM_001955	EDN1	5	98	81	159	85	137	80
NR_002563	SNORD27	1	56374	56594	554127	260275	229356	135146
NM_207585	IFNAR2	9	223	76	211	242	787	463
NM_001008528	MXRA7	4	43	110	54	41	258	151
NM_175884	FLJ36031	1	189	57	73	157	890	522
NR_003044	SNORD50B	1	2562	7233	14141	6993	6883	4031
NM_144723	ZMAT2	6	334	434	360	275	633	371
NM_015061	JMJD2C	22	404	191	625	995	909	533
NR_003687	SNORD19B	1	211	354	4891	1837	799	469
NM_001080392	KIAA1147	9	814	834	1053	844	1454	851
NM_001080398	KIAA0368	51	1912	577	1714	2987	6025	3538
NM_001007074	RPL32	3	233	190	681	357	566	332
NM_001017969	KIAA2026	8	844	278	846	1655	1605	945
NM_138412	RDH13	8	171	161	209	133	243	142
NM_201628	KIAA1026	15	326	319	305	289	472	178
NM_014599	MAGED2	13	462	164	580	548	1411	940
NM_138320	PCSK6	20	125	80	108	102	688	86
NM_138321	PCSK6	19	125	80	108	102	685	86
NM_001098213	HRH1	2	283	82	203	193	562	378
NM_032499	C15orf41	11	112	34	101	96	126	121
NM_003112	SP4	6	98	52	173	164	220	136
NM_032193	RNASEH2C	4	193	247	127	120	536	286
NM_013229	APAF1	27	262	117	321	305	1074	643
NM_006974	ZNF33A	5	173	56	297	281	488	464
NM_006954	ZNF33A	5	173	56	297	281	488	464
NM_017736	THUMPD1	4	282	160	365	346	705	760
NM_005707	PDCD7	5	283	136	291	275	680	660
NM_015035	ZHX3	4	677	484	620	587	1956	1149
NM_015054	UHRF1BP1L	21	389	165	592	562	1296	772
NM_001543	NDST1	15	2504	1712	1466	1385	5724	2466
NM_001130678	EIF4E	7	102	56	131	124	137	177
NM_015084	MRPS27	11	383	266	592	562	953	443
NM_001020820	MYADM	3	674	338	883	836	2565	2040
NM_001020821	MYADM	3	674	338	884	837	2567	2040
NM_001001669	FLJ41603	13	480	236	486	461	741	901
NM_024577	SH3TC2	17	105	63	102	124	192	100
NM_019053	EXOC6	22	82	49	163	278	411	113
NR_003686	SNORD125	1	5607	3379	11755	23916	21554	8494
NR_002962	SNORA23	1	722	434	8176	2428	4945	3671
NM_203282	ZNF254	4	62	37	141	60	164	137
NM_148886	SMCR7	4	170	102	255	141	401	279
NM_016103	SAR1B	7	293	176	542	206	584	416
NM_182739	NDUFB6	3	92	55	171	227	156	66
NM_015368	PANX1	5	382	230	217	430	1541	696
NM_172352	CD46	12	1363	822	1569	1317	2070	3029
NM_173659	RPUSD3	9	110	66	83	134	261	124
NM_001128923	SH3D19	20	702	423	790	419	1696	1233
NM_022340	ZFYVE20	14	519	312	435	427	1316	559
NM_207294	MBNL1	7	1882	1134	2750	1803	4304	4191
NM_207295	MBNL1	8	1883	1134	2755	1803	4316	4198
NM_001982	ERBB3	28	1028	619	1162	1009	1501	1310
NM_017673	C1orf26	19	57	34	108	90	213	202
NM_133480	TADA3L	8	223	134	154	336	524	289
NM_032089	PCDHGA9	1	112	11	53	88	281	166
NM_015059	TLN2	56	268	157	181	291	750	442
NM_001134478	PLCXD2	4	60	15	76	84	94	55
NM_016218	POLK	15	267	183	478	281	775	459
NR_003684	SNORD119	1	4103	7962	24624	16972	8910	5268
NM_015453	THUMPD3	10	230	104	214	244	492	290
NM_006303	JTV1	4	98	57	87	228	337	199
NM_021130	PPIA	5	162	49	172	289	328	194
NM_001006634	ARHGAP17	20	483	529	609	552	1559	919
NM_001130105	COL4A3BP	19	478	436	643	486	1172	692
NM_172341	PSENEN	4	87	154	123	111	210	124
NM_015472	WWTR1	7	506	284	422	727	1351	798
NM_005109	OXSR1	18	1013	598	880	1009	2106	1247
NM_000465	BARD1	11	216	107	299	340	340	200
NM_001024946	ASL	15	71	90	97	86	291	172
NM_003298	NR2C2	15	594	336	657	678	1854	1095
NM_002028	FNTB	12	235	122	227	313	490	290
NM_001024944	ASL	15	73	87	96	88	287	169
NM_001024649	CANX	15	4198	8210	4668	4396	11353	6726
NM_001746	CANX	15	4204	8259	4698	4410	11379	6743
NM_005494	DNAJB6	8	44	92	66	61	143	84
NM_001092	ABR	22	1781	1034	1342	1724	3624	2142
NM_002053	GBP1	11	262	38	254	242	251	447
NM_024769	ASAM	7	115	42	87	83	987	649
NM_017633	FAM46A	3	195	78	248	236	796	521
NM_201222	MAGED2	13	470	174	593	565	1450	944
NM_172250	MMAA	7	108	45	104	99	297	216
NM_001109891	MAPK3	8	543	369	308	295	774	379
NM_016310	POLR3K	3	36	89	70	67	112	50
NM_004537	NAP1L1	16	348	189	483	460	723	544
NM_003314	TTC1	8	165	223	206	196	521	244
NM_033010	PCBP4	13	172	151	161	154	416	97
NM_001967	EIF4A2	11	391	234	696	663	1259	967
NM_004687	MTMR4	19	836	681	870	831	1743	885
NM_144631	ZNF513	4	165	151	257	245	450	254
NM_020219	CEACAM19	8	101	42	104	99	314	281
NM_001127893	CEACAM19	8	101	42	104	99	314	281
NM_014155	ZBTB44	6	796	418	1072	1026	1971	1688
NM_006391	IPO7	25	605	132	476	453	1215	1297
NM_020992	PDLIM1	7	734	273	829	793	1307	1446
NM_005848	DENND4A	32	573	201	633	606	1152	806
NM_016340	RAPGEF6	28	381	448	589	563	1054	442
NM_001020819	MYADM	3	679	338	884	843	2598	2053
NM_001010853	PM20D2	7	452	330	445	425	1046	410
NM_138373	MYADM	3	676	338	883	841	2572	2051
NM_182488	USP12	9	59	57	82	78	218	123
NM_004048	B2M	4	4131	2508	7324	6620	10984	17744
NM_001552	IGFBP4	4	2909	1765	2327	3695	26616	2480
NM_001135733	TP53INP1	5	470	285	885	338	1365	1508
NM_002751	MAPK11	12	210	127	142	269	825	392
NM_153028	ZNF75A	6	101	61	103	60	167	186
NM_198058	ZNF266	9	142	86	332	169	503	406
NM_004926	ZFP36L1	2	3626	2191	4808	3621	5357	3998
NM_001033503	SAR1B	8	293	177	542	206	584	416
NM_173631	ZNF547	4	60	36	61	52	129	112
NM_144664	FAM76B	10	88	53	253	142	335	334
NM_006337	MCRS1	15	246	149	286	593	819	401
NM_172353	CD46	11	1355	821	1555	1305	2061	3022
NM_172357	CD46	11	1343	814	1544	1299	2053	3002
NM_002389	CD46	14	1381	838	1605	1376	2117	3064
NM_053032	MYLK	3	392	238	861	593	875	1522
NM_053031	MYLK	3	392	238	858	591	872	1519
NM_032664	FUT10	5	123	74	152	108	266	193
NM_001009555	SH3D19	21	703	425	807	418	1707	1236
NM_005239	ETS2	10	1661	1009	1358	888	2070	3255
NM_004817	TJP2	23	905	547	813	776	1436	1841
NM_022474	MPP5	15	364	220	492	377	606	514
NM_012141	INTS6	18	635	385	751	561	1043	1064
NM_144643	SCLT1	21	124	131	283	126	341	202
NM_017915	C12orf48	12	51	34	96	79	115	68
NM_018927	PCDHGB7	4	883	440	786	1008	2314	1377
NM_006266	RALGDS	18	1006	602	1151	1290	2135	1270
NM_017693	BIVM	11	159	117	303	153	568	339
NM_003341	UBE2E1	6	380	263	633	244	1002	597
NM_001160	APAF1	26	256	117	311	298	1039	618
NM_025164	KIAA0999	24	580	399	613	584	1706	1014
NM_003291	TPP2	29	562	645	813	734	1338	796
NM_001008910	STK16	8	59	32	67	168	170	101
NM_001077497	PRR3	3	58	6	61	78	130	77
NR_002728	KCNQ1OT1	1	1231	2343	1525	638	8687	5175
NM_133636	HEL308	18	122	110	257	180	336	200
NM_025263	PRR3	4	59	17	61	80	130	77
NM_152695	ZNF449	5	71	38	132	135	290	172
NM_144488	RGS3	26	231	141	250	421	1167	536
NM_213569	NEBL	7	972	594	1480	978	880	622
NM_023072	ZSWIM4	13	242	147	191	277	846	320
NM_033285	TP53INP1	4	468	285	885	338	1359	1507
NM_012305	AP2A2	22	456	279	517	611	2091	960
NR_024053	HCG18	4	468	286	407	374	1012	770
NM_053026	MYLK	33	523	320	998	931	1797	2334
NM_018288	PHF10	12	125	76	135	140	199	86
NM_133325	PHF10	12	125	76	135	140	199	86
NM_006702	PNPLA6	35	522	319	326	461	1638	712
NM_001080420	SHANK3	23	678	414	670	977	3928	934
NM_173815	FLJ37464	12	122	74	182	115	288	276
NM_021075	NDUFV3	4	207	126	245	183	487	347
NM_002140	HNRNPK	17	417	255	679	504	876	908
NM_138794	LYPLAL1	5	71	43	193	154	194	161
NM_130439	MXI1	6	284	173	343	360	553	234
NM_172361	CD46	10	1335	813	1530	1287	2044	2995
NM_172350	CD46	10	1342	817	1509	1281	2023	2987
